Relative_Compactness,Surface_Area,Wall_Area,Roof_Area,Overall_Height,Orientation,Glazing_Area,Glazing_Area_Distribution,Heating_Load,Cooling_Load
0.74,686.0,245.0,220.5,3.5,4,0.1,3,10.864,16.97
0.79,637.0,343.0,147.0,7.0,4,0.1,4,38.786,42.25
0.76,661.5,416.5,122.5,7.0,2,0.25,4,32.317,33.83
0.79,637.0,343.0,147.0,7.0,4,0.4,5,36.039,38.97
0.86,784.0,343.0,220.5,3.5,5,0.1,5,15.199,18.92
0.9,563.5,318.5,122.5,7.0,5,0.4,3,29.044,29.77
0.98,514.5,294.0,110.25,7.0,2,0.1,1,28.701,29.65
0.74,686.0,245.0,220.5,3.5,3,0.25,1,12.466,11.75
0.76,661.5,416.5,122.5,7.0,3,0.4,4,38.191,40.63
0.86,588.0,294.0,147.0,7.0,5,0.0,0,22.109,31.89
0.82,612.5,318.5,147.0,7.0,3,0.1,5,22.799,28.59
0.9,563.5,318.5,122.5,7.0,3,0.1,5,32.365,35.07
0.86,637.0,343.0,147.0,7.0,3,0.1,2,37.02,35.23
0.69,735.0,294.0,220.5,3.5,5,0.1,2,11.194,14.52
0.82,612.5,318.5,147.0,7.0,3,0.4,1,25.721,28.34
0.86,588.0,294.0,147.0,7.0,5,0.4,5,31.883,26.95
0.76,661.5,416.5,122.5,7.0,5,0.1,3,32.955,34.11
0.62,808.5,367.5,220.5,3.5,2,0.1,3,14.381,14.56
0.79,637.0,343.0,147.0,7.0,2,0.1,4,39.949,35.55
0.76,735.0,416.5,122.5,7.0,5,0.1,1,33.274,35.82
0.76,661.5,416.5,122.5,7.0,5,0.4,2,36.565,37.51
0.79,637.0,343.0,147.0,7.0,5,0.1,4,28.553,39.15
0.64,784.0,343.0,220.5,3.5,3,0.1,3,15.216,22.34
0.71,710.5,269.5,220.5,3.5,2,0.0,0,6.385,16.71
0.86,588.0,294.0,147.0,7.0,4,0.1,4,29.356,28.53
0.71,710.5,269.5,220.5,3.5,3,0.0,0,14.662,16.84
0.82,612.5,318.5,147.0,7.0,5,0.4,5,32.383,29.23
0.82,612.5,318.5,147.0,7.0,3,0.4,2,25.676,27.52
0.62,808.5,367.5,220.5,3.5,4,0.1,4,14.627,16.99
0.86,588.0,294.0,147.0,7.0,5,0.0,0,34.339,32.94
0.98,514.5,294.0,110.25,7.0,3,0.1,1,28.634,25.94
0.71,710.5,269.5,220.5,3.5,2,0.1,2,14.036,17.35
0.71,710.5,269.5,220.5,3.5,2,0.4,4,10.507,14.05
0.98,514.5,294.0,110.25,7.0,5,0.25,2,24.466,30.03
0.86,735.0,294.0,122.5,3.5,2,0.1,4,14.713,13.55
0.74,686.0,245.0,220.5,3.5,2,0.4,3,14.489,16.94
0.69,735.0,294.0,220.5,3.5,5,0.25,4,14.252,15.32
0.66,759.5,318.5,220.5,3.5,5,0.25,5,12.758,14.82
0.79,637.0,343.0,147.0,7.0,3,0.4,5,42.009,44.14
0.64,784.0,343.0,220.5,3.5,2,0.1,2,15.161,19.31
0.98,686.0,245.0,220.5,3.5,5,0.1,1,14.436,13.47
0.64,784.0,343.0,220.5,3.5,2,0.4,1,15.169,20.55
0.86,514.5,294.0,147.0,7.0,4,0.4,4,32.234,33.97
0.71,710.5,269.5,220.5,3.5,2,0.1,3,13.513,17.18
0.71,710.5,269.5,220.5,3.5,5,0.4,2,10.683,17.42
0.71,710.5,269.5,220.5,3.5,5,0.25,3,10.738,14.18
0.74,686.0,245.0,220.5,3.5,2,0.25,4,14.453,17.27
0.9,735.0,318.5,122.5,7.0,4,0.1,4,33.069,29.44
0.76,661.5,416.5,122.5,7.0,4,0.1,1,33.213,39.68
0.9,563.5,318.5,122.5,7.0,2,0.25,4,32.436,33.78
0.71,710.5,269.5,220.5,3.5,5,0.1,5,10.8,17.56
0.82,661.5,416.5,122.5,7.0,5,0.4,3,33.192,37.36
0.98,514.5,294.0,110.25,7.0,3,0.4,3,28.658,29.7
0.76,661.5,416.5,122.5,7.0,3,0.1,5,33.106,34.3
0.82,661.5,416.5,122.5,7.0,3,0.1,3,33.475,34.02
0.86,588.0,294.0,147.0,7.0,4,0.1,2,26.34,26.49
0.69,735.0,294.0,220.5,3.5,4,0.4,1,14.29,14.75
0.79,759.5,343.0,220.5,3.5,5,0.25,5,12.937,15.1
0.86,588.0,294.0,147.0,7.0,5,0.4,5,29.438,34.09
0.76,661.5,416.5,122.5,7.0,2,0.4,3,36.457,37.56
0.62,808.5,367.5,220.5,3.5,2,0.1,3,15.215,13.62
0.86,588.0,294.0,147.0,7.0,5,0.25,5,26.26,30.15
0.69,735.0,294.0,220.5,3.5,3,0.1,3,14.63,15.24
0.98,514.5,294.0,110.25,7.0,5,0.1,3,32.542,33.7
0.64,784.0,343.0,220.5,3.5,2,0.4,3,15.186,16.66
0.74,686.0,245.0,220.5,3.5,2,0.4,2,14.402,13.78
0.71,710.5,269.5,220.5,3.5,2,0.1,4,14.515,16.84
0.76,661.5,416.5,122.5,7.0,2,0.1,1,37.182,39.65
0.71,710.5,269.5,220.5,3.5,4,0.0,0,6.557,11.8
0.86,588.0,294.0,147.0,7.0,5,0.25,4,26.022,31.72
0.62,808.5,367.5,220.5,3.5,2,0.25,3,14.612,16.55
0.66,759.5,318.5,220.5,3.5,3,0.0,0,9.309,12.43
0.62,808.5,367.5,220.5,3.5,4,0.0,0,11.224,17.18
0.74,686.0,245.0,220.5,3.5,5,0.4,2,10.363,11.87
0.71,710.5,269.5,220.5,3.5,4,0.4,1,14.048,11.84
0.79,637.0,343.0,147.0,7.0,3,0.1,3,41.509,41.99
0.71,710.5,269.5,220.5,3.5,4,0.25,3,10.455,13.78
0.66,759.5,318.5,220.5,3.5,5,0.25,3,13.006,16.14
0.82,612.5,318.5,147.0,7.0,4,0.4,1,29.124,27.48
0.64,784.0,343.0,220.5,3.5,5,0.1,5,15.536,19.26
0.64,784.0,343.0,220.5,3.5,3,0.4,5,18.738,16.77
0.71,710.5,269.5,220.5,3.5,3,0.1,3,10.693,14.1
0.64,784.0,343.0,220.5,3.5,5,0.25,5,40.128,15.28
0.69,735.0,294.0,220.5,3.5,2,0.1,1,11.208,14.36
0.76,661.5,416.5,122.5,7.0,4,0.1,4,33.225,37.58
0.71,735.0,294.0,220.5,3.5,3,0.4,4,14.672,17.49
0.86,588.0,294.0,147.0,7.0,2,0.1,4,26.228,31.2
0.76,661.5,416.5,122.5,7.0,5,0.4,5,40.195,37.29
0.66,759.5,318.5,220.5,3.5,5,0.4,4,15.199,18.28
0.9,563.5,318.5,122.5,7.0,5,0.25,2,40.045,33.78
0.82,759.5,318.5,220.5,3.5,5,0.25,5,37.007,13.81
0.86,588.0,294.0,147.0,7.0,2,0.4,3,23.454,26.74
0.9,563.5,318.5,122.5,7.0,5,0.25,3,32.689,37.17
0.76,661.5,416.5,122.5,7.0,5,0.1,4,40.564,39.86
0.79,637.0,343.0,147.0,7.0,4,0.1,3,39.772,44.32
0.79,637.0,343.0,147.0,7.0,4,0.1,3,37.829,43.28
0.64,784.0,343.0,220.5,3.5,2,0.4,5,18.408,19.97
0.98,514.5,294.0,110.25,7.0,5,0.25,5,28.579,30.31
0.79,637.0,343.0,147.0,7.0,5,0.1,5,41.554,45.64
0.79,637.0,343.0,147.0,7.0,2,0.0,0,42.179,45.42
0.79,637.0,343.0,147.0,7.0,2,0.1,2,28.665,39.3
0.71,710.5,269.5,220.5,3.5,3,0.4,2,10.772,17.08
0.82,612.5,318.5,147.0,7.0,2,0.1,4,23.311,28.86
0.98,514.5,294.0,110.25,7.0,2,0.25,1,14.153,32.91
0.9,563.5,318.5,122.5,7.0,2,0.4,5,32.732,31.75
0.66,759.5,318.5,220.5,3.5,5,0.4,1,11.385,14.84
0.69,735.0,294.0,220.5,3.5,4,0.1,2,14.639,16.41
0.79,637.0,343.0,147.0,7.0,2,0.1,1,38.761,43.49
0.62,808.5,367.5,220.5,3.5,5,0.1,2,11.458,14.36
0.9,686.0,318.5,122.5,7.0,2,0.4,3,28.348,33.7
0.86,588.0,294.0,147.0,7.0,5,0.1,5,31.824,28.87
0.74,686.0,245.0,220.5,3.5,5,0.1,2,13.995,14.75
0.9,563.5,318.5,122.5,7.0,3,0.25,1,32.339,32.91
0.98,514.5,294.0,110.25,7.0,4,0.1,1,24.401,25.91
0.64,784.0,343.0,220.5,3.5,2,0.1,4,19.429,24.41
0.79,637.0,343.0,147.0,7.0,4,0.4,1,35.947,41.9
0.79,637.0,343.0,147.0,7.0,3,0.1,3,37.087,44.33
0.98,514.5,294.0,110.25,7.0,4,0.0,0,28.112,33.54
0.76,661.5,416.5,122.5,7.0,4,0.1,5,39.368,45.59
0.66,759.5,318.5,220.5,3.5,5,0.1,5,11.441,17.37
0.9,563.5,318.5,122.5,7.0,4,0.4,4,28.761,26.01
0.79,637.0,343.0,147.0,7.0,3,0.1,3,42.085,41.34
0.62,808.5,367.5,220.5,3.5,3,0.1,4,7.356,14.2
0.69,735.0,294.0,220.5,3.5,2,0.1,3,14.692,16.94
0.82,612.5,318.5,147.0,7.0,3,0.4,5,24.908,26.81
0.66,759.5,269.5,220.5,3.5,4,0.25,5,12.762,18.17
0.76,661.5,416.5,122.5,7.0,3,0.25,5,36.499,31.52
0.76,661.5,416.5,122.5,7.0,4,0.25,5,35.636,43.88
0.82,612.5,318.5,147.0,7.0,2,0.1,3,23.982,24.94
0.79,637.0,343.0,147.0,7.0,3,0.4,3,36.747,43.23
0.71,710.5,269.5,220.5,3.5,4,0.25,5,12.296,14.53
0.74,686.0,245.0,220.5,3.5,3,0.1,5,14.4,13.71
0.64,784.0,343.0,220.5,3.5,4,0.25,3,13.124,16.71
0.66,759.5,318.5,220.5,3.5,5,0.1,0,15.308,12.7
0.66,759.5,318.5,220.5,3.5,2,0.25,3,15.343,16.08
0.98,514.5,294.0,110.25,7.0,2,0.1,4,24.074,35.55
0.71,710.5,269.5,220.5,3.5,2,0.4,3,10.634,13.81
0.74,686.0,245.0,220.5,3.5,3,0.1,2,14.398,13.7
0.79,637.0,343.0,147.0,7.0,4,0.1,4,37.22,44.58
0.74,686.0,245.0,220.5,3.5,5,0.25,5,14.253,15.04
0.62,808.5,367.5,220.5,3.5,2,0.4,5,12.731,15.4
0.69,735.0,294.0,220.5,3.5,4,0.4,5,11.182,16.08
0.82,612.5,318.5,147.0,7.0,5,0.4,1,25.087,36.41
0.62,808.5,367.5,220.5,3.5,2,0.1,3,14.367,17.12
0.86,588.0,294.0,147.0,7.0,2,0.4,4,26.329,36.58
0.86,588.0,294.0,147.0,7.0,2,0.25,3,29.289,31.33
0.9,563.5,318.5,122.5,7.0,4,0.25,1,27.189,34.12
0.9,563.5,318.5,122.5,7.0,2,0.25,4,22.878,35.57
0.74,686.0,245.0,220.5,3.5,2,0.4,2,12.352,14.63
0.71,710.5,269.5,220.5,3.5,2,0.4,5,10.77,14.9
0.76,735.0,294.0,220.5,3.5,5,0.25,3,12.985,16.57
0.82,612.5,318.5,147.0,7.0,4,0.25,2,28.59,33.92
0.82,563.5,318.5,122.5,7.0,2,0.1,1,24.49,28.47
0.9,563.5,318.5,122.5,7.0,2,0.4,3,32.316,37.27
0.86,588.0,294.0,147.0,7.0,2,0.4,2,32.393,30.08
0.86,808.5,367.5,220.5,3.5,2,0.25,4,12.71,16.83
0.71,710.5,269.5,220.5,3.5,5,0.4,5,14.029,14.26
0.82,612.5,318.5,147.0,7.0,2,0.1,5,27.985,31.19
0.74,686.0,245.0,220.5,3.5,5,0.25,2,10.418,13.46
0.76,661.5,416.5,122.5,7.0,3,0.4,3,35.884,33.75
0.98,514.5,294.0,110.25,7.0,4,0.1,1,28.574,32.87
0.76,661.5,416.5,122.5,7.0,2,0.1,4,36.766,38.04
0.76,661.5,416.5,122.5,7.0,3,0.25,5,32.364,34.14
0.69,735.0,294.0,220.5,3.5,4,0.4,1,11.186,15.07
0.86,588.0,294.0,147.0,7.0,4,0.25,5,12.011,27.71
0.71,710.5,269.5,220.5,3.5,5,0.1,3,14.246,13.79
0.64,784.0,343.0,220.5,3.5,2,0.25,3,18.841,20.7
0.79,563.5,318.5,122.5,7.0,2,0.4,5,36.9,35.78
0.82,612.5,318.5,147.0,7.0,2,0.4,5,25.504,27.15
0.64,784.0,343.0,220.5,3.5,3,0.4,3,12.293,20.54
0.66,759.5,318.5,220.5,3.5,2,0.25,2,11.839,15.07
0.79,637.0,343.0,147.0,7.0,4,0.1,2,37.234,35.3
0.9,563.5,318.5,122.5,7.0,4,0.1,2,32.204,32.71
0.74,686.0,245.0,220.5,3.5,5,0.4,5,10.416,13.4
0.86,588.0,294.0,147.0,7.0,3,0.1,5,25.477,26.2
0.9,563.5,318.5,122.5,7.0,5,0.25,2,28.939,29.38
0.64,784.0,343.0,220.5,3.5,4,0.4,4,16.725,20.53
0.98,563.5,294.0,110.25,7.0,3,0.4,4,26.266,29.41
0.76,661.5,416.5,122.5,7.0,2,0.1,3,11.406,33.64
0.98,514.5,294.0,110.25,7.0,5,0.1,2,24.136,26.16
0.64,710.5,343.0,220.5,3.5,4,0.25,1,17.04,20.65
0.69,735.0,294.0,220.5,3.5,5,0.25,2,14.318,15.36
0.62,808.5,367.5,220.5,3.5,2,0.25,2,16.832,15.16
0.82,612.5,318.5,147.0,7.0,5,0.25,3,25.143,28.78
0.74,514.5,294.0,220.5,3.5,5,0.25,3,11.124,16.52
0.66,759.5,318.5,220.5,3.5,5,0.25,2,11.397,14.83
0.98,514.5,294.0,110.25,7.0,3,0.4,3,24.36,30.67
0.62,808.5,367.5,220.5,3.5,2,0.4,4,12.714,17.23
0.64,784.0,343.0,220.5,3.5,3,0.4,2,18.663,20.68
0.76,808.5,367.5,220.5,3.5,3,0.1,3,12.976,11.67
0.66,759.5,318.5,220.5,3.5,5,0.1,3,15.278,16.16
0.66,759.5,318.5,220.5,3.5,5,0.4,5,11.422,16.05
0.74,686.0,245.0,220.5,3.5,5,0.4,3,14.211,17.14
0.62,808.5,367.5,220.5,3.5,4,0.25,3,11.706,15.78
0.66,759.5,318.5,220.5,3.5,2,0.25,5,13.24,16.16
0.9,563.5,318.5,122.5,7.0,2,0.25,1,36.462,37.07
0.66,759.5,318.5,220.5,3.5,3,0.1,2,11.336,14.84
0.71,710.5,269.5,220.5,3.5,4,0.4,3,14.668,17.48
0.76,661.5,416.5,122.5,7.0,4,0.25,3,36.206,34.1
0.62,808.5,367.5,220.5,3.5,3,0.25,5,16.778,15.01
0.69,735.0,294.0,220.5,3.5,5,0.1,1,11.205,17.21
0.76,661.5,416.5,122.5,7.0,4,0.25,4,33.276,40.88
0.62,808.5,367.5,220.5,3.5,2,0.4,3,13.013,16.04
0.79,637.0,343.0,147.0,7.0,5,0.4,1,40.806,45.02
0.71,710.5,269.5,220.5,3.5,2,0.4,4,14.971,17.51
0.66,759.5,318.5,220.5,3.5,3,0.1,2,11.492,14.77
0.98,514.5,294.0,110.25,7.0,2,0.25,3,24.5,25.33
0.64,784.0,343.0,220.5,3.5,2,0.4,4,16.591,20.44
0.79,637.0,343.0,147.0,7.0,5,0.1,1,36.67,39.14
0.74,686.0,245.0,220.5,3.5,4,0.4,3,14.371,17.13
0.82,612.5,318.5,147.0,7.0,4,0.4,4,35.33,27.97
0.86,588.0,294.0,147.0,7.0,2,0.25,5,26.055,28.86
0.82,612.5,318.5,147.0,7.0,3,0.1,3,23.11,28.78
0.66,759.5,318.5,220.5,3.5,2,0.4,2,11.495,14.87
0.82,612.5,318.5,147.0,7.0,2,0.4,2,28.627,41.1
0.82,612.5,318.5,147.0,7.0,3,0.25,2,28.61,29.37
0.66,759.5,318.5,220.5,3.5,5,0.25,3,12.986,17.71
0.82,612.5,318.5,147.0,7.0,3,0.25,4,23.235,27.6
0.9,563.5,318.5,122.5,7.0,4,0.4,2,32.425,40.92
0.69,735.0,294.0,220.5,3.5,3,0.1,4,14.608,13.97
0.9,563.5,318.5,122.5,7.0,3,0.0,0,20.719,32.15
0.76,661.5,416.5,122.5,7.0,2,0.25,5,36.093,14.69
0.64,784.0,343.0,220.5,3.5,4,0.4,2,16.512,20.71
0.98,514.5,294.0,110.25,7.0,2,0.1,5,24.605,25.95
0.66,759.5,318.5,220.5,3.5,5,0.25,3,15.037,14.87
0.98,514.5,294.0,110.25,7.0,3,0.1,5,28.62,26.4
0.82,612.5,318.5,147.0,7.0,2,0.25,5,23.128,28.46
0.76,661.5,416.5,122.5,7.0,3,0.1,5,37.072,33.85
0.98,514.5,294.0,110.25,7.0,2,0.4,4,24.268,25.73
0.64,784.0,343.0,220.5,3.5,3,0.1,4,15.193,20.32
0.69,735.0,294.0,220.5,3.5,5,0.25,5,12.458,15.06
0.82,612.5,318.5,147.0,7.0,4,0.1,3,22.87,28.71
0.64,784.0,343.0,220.5,3.5,5,0.4,5,16.882,20.28
0.74,710.5,245.0,220.5,3.5,5,0.4,4,14.458,16.98
0.71,710.5,269.5,220.5,3.5,2,0.1,3,14.505,13.64
0.76,661.5,416.5,122.5,7.0,3,0.25,4,40.356,33.72
0.74,808.5,245.0,220.5,3.5,3,0.1,4,7.964,14.56
0.86,588.0,294.0,147.0,7.0,5,0.0,4,28.144,25.19
0.98,686.0,245.0,220.5,3.5,5,0.4,2,14.354,16.02
0.9,563.5,318.5,122.5,7.0,2,0.1,2,28.945,29.91
0.71,710.5,269.5,220.5,3.5,4,0.25,3,12.437,15.8
0.74,686.0,245.0,220.5,3.5,2,0.4,3,10.359,14.6
0.64,784.0,343.0,220.5,3.5,3,0.1,3,16.983,19.31
0.74,686.0,245.0,220.5,3.5,4,0.4,3,10.394,13.6
0.86,588.0,294.0,147.0,7.0,3,0.25,5,29.475,27.76
0.86,588.0,294.0,147.0,7.0,5,0.4,3,26.289,27.31
0.71,710.5,269.5,220.5,3.5,5,0.1,4,12.752,17.05
0.74,686.0,245.0,220.5,3.5,5,0.1,1,14.447,13.49
0.76,661.5,416.5,122.5,7.0,2,0.1,4,35.986,31.86
0.82,637.0,343.0,147.0,7.0,2,0.1,5,31.041,34.35
0.62,808.5,367.5,220.5,3.5,5,0.1,1,13.024,15.61
0.76,661.5,416.5,122.5,7.0,4,0.1,5,36.873,34.23
0.82,612.5,318.5,147.0,7.0,4,0.0,0,31.889,27.27
0.98,514.5,294.0,110.25,7.0,3,0.4,4,33.06,29.94
0.79,637.0,343.0,147.0,7.0,2,0.4,5,40.4,37.29
0.66,759.5,318.5,220.5,3.5,2,0.25,2,8.226,15.4
0.71,710.5,269.5,220.5,3.5,2,0.1,1,10.79,14.23
0.62,808.5,367.5,220.5,3.5,4,0.25,3,13.748,16.9
0.64,784.0,343.0,220.5,3.5,5,0.4,3,18.608,21.52
0.79,637.0,343.0,147.0,7.0,5,0.25,5,30.164,39.34
0.86,588.0,294.0,147.0,7.0,2,0.4,4,26.991,27.54
0.64,784.0,343.0,220.5,3.5,3,0.25,5,18.065,24.02
0.66,759.5,318.5,220.5,3.5,3,0.4,3,12.91,18.65
0.9,563.5,318.5,122.5,7.0,2,0.1,4,29.811,37.04
0.9,563.5,318.5,122.5,7.0,4,0.1,3,28.573,34.13
0.98,514.5,294.0,110.25,7.0,4,0.25,4,28.179,29.82
0.64,784.0,343.0,220.5,3.5,3,0.1,2,15.174,15.37
0.66,759.5,318.5,220.5,3.5,2,0.1,1,15.35,17.74
0.69,735.0,294.0,220.5,3.5,3,0.1,1,12.997,16.88
0.79,637.0,343.0,147.0,7.0,2,0.1,5,40.113,34.17
0.71,710.5,269.5,220.5,3.5,4,0.25,4,14.684,19.26
0.69,735.0,294.0,220.5,3.5,3,0.25,1,12.866,16.99
0.66,759.5,318.5,220.5,3.5,5,0.4,3,15.167,16.32
0.86,588.0,294.0,147.0,7.0,2,0.1,1,29.074,27.37
0.82,612.5,318.5,147.0,7.0,2,0.1,3,29.026,24.91
0.9,563.5,318.5,122.5,7.0,3,0.25,5,31.577,32.73
0.66,759.5,318.5,220.5,3.5,5,0.1,3,11.608,13.71
0.71,710.5,269.5,220.5,3.5,2,0.4,1,12.425,15.6
0.69,735.0,294.0,220.5,3.5,2,0.1,5,11.157,16.92
0.64,784.0,343.0,220.5,3.5,4,0.1,1,15.217,19.62
0.82,612.5,318.5,147.0,7.0,2,0.25,5,24.184,28.82
0.86,588.0,294.0,147.0,7.0,5,0.4,3,28.036,32.95
0.76,661.5,416.5,122.5,7.0,2,0.1,5,39.445,38.97
0.64,784.0,343.0,220.5,3.5,5,0.4,4,15.174,20.47
0.86,710.5,269.5,220.5,3.5,4,0.4,2,12.255,17.6
0.62,588.0,367.5,220.5,3.5,3,0.1,3,14.197,16.98
0.82,661.5,416.5,122.5,7.0,5,0.4,3,24.213,29.35
0.69,735.0,294.0,220.5,3.5,5,0.1,2,14.617,16.46
0.82,612.5,318.5,147.0,7.0,2,0.25,5,32.367,30.5
0.71,710.5,269.5,220.5,3.5,5,0.4,4,10.844,15.73
0.69,735.0,294.0,220.5,3.5,2,0.25,4,11.217,17.59
0.86,588.0,294.0,147.0,7.0,3,0.25,2,31.262,21.41
0.71,710.5,269.5,220.5,3.5,4,0.4,2,10.476,14.71
0.82,759.5,318.5,220.5,3.5,5,0.4,4,12.879,18.29
0.82,612.5,318.5,147.0,7.0,4,0.1,4,24.025,29.19
0.76,661.5,416.5,122.5,7.0,2,0.25,3,37.635,42.15
0.86,588.0,294.0,147.0,7.0,3,0.4,1,31.746,26.97
0.79,637.0,343.0,147.0,7.0,2,0.0,0,22.597,39.34
0.71,735.0,294.0,220.5,3.5,2,0.0,0,10.831,12.1
0.66,759.5,318.5,220.5,3.5,5,0.25,4,15.066,18.67
0.69,735.0,294.0,220.5,3.5,5,0.25,2,10.905,14.91
0.69,735.0,294.0,220.5,3.5,3,0.4,5,14.637,14.51
0.76,661.5,416.5,122.5,7.0,2,0.1,1,32.443,40.7
0.86,588.0,294.0,147.0,7.0,5,0.25,5,29.458,29.63
0.66,759.5,318.5,220.5,3.5,2,0.25,4,12.777,18.6
0.9,563.5,318.5,122.5,7.0,3,0.4,5,24.917,32.16
0.76,661.5,416.5,122.5,7.0,2,0.25,1,40.741,33.73
0.62,808.5,367.5,220.5,3.5,3,0.25,5,16.57,17.2
0.9,563.5,318.5,122.5,7.0,5,0.1,3,23.767,31.88
0.74,686.0,245.0,220.5,3.5,2,0.4,5,10.309,14.6
0.79,637.0,343.0,147.0,7.0,5,0.1,5,42.1,40.69
0.71,710.5,269.5,220.5,3.5,4,0.1,4,14.49,17.25
0.69,735.0,294.0,220.5,3.5,5,0.25,5,12.475,15.43
0.66,759.5,318.5,220.5,3.5,5,0.1,3,14.912,14.87
0.9,563.5,318.5,122.5,7.0,2,0.1,4,32.396,35.68
0.82,612.5,318.5,147.0,7.0,5,0.1,2,25.959,26.45
0.71,710.5,269.5,220.5,3.5,2,0.4,3,14.663,17.42
0.98,514.5,294.0,110.25,7.0,3,0.25,0,24.274,33.05
0.74,686.0,245.0,220.5,3.5,2,0.1,3,10.194,17.08
0.82,612.5,318.5,147.0,7.0,4,0.4,4,23.923,27.33
0.9,563.5,318.5,122.5,7.0,5,0.1,1,36.898,36.93
0.66,759.5,318.5,220.5,3.5,2,0.4,2,11.542,14.86
0.98,514.5,294.0,110.25,7.0,3,0.1,3,24.297,25.84
0.74,686.0,245.0,220.5,3.5,3,0.25,2,14.713,15.79
0.64,784.0,343.0,220.5,3.5,5,0.1,1,15.472,19.47
0.82,612.5,318.5,147.0,7.0,4,0.25,4,25.552,29.8
0.9,563.5,318.5,122.5,7.0,2,0.1,5,25.266,32.54
0.64,784.0,343.0,220.5,3.5,3,0.4,4,17.017,20.14
0.64,784.0,343.0,220.5,3.5,3,0.25,4,16.978,20.22
0.64,784.0,343.0,220.5,3.5,4,0.1,5,17.474,19.37
0.82,612.5,318.5,147.0,7.0,2,0.1,4,30.572,26.34
0.64,784.0,343.0,220.5,3.5,5,0.1,3,15.169,19.24
0.64,784.0,343.0,220.5,3.5,4,0.1,3,15.229,19.5
0.64,784.0,343.0,220.5,3.5,2,0.0,0,15.536,16.7
0.76,661.5,416.5,122.5,7.0,2,0.1,2,39.929,34.23
0.79,637.0,343.0,147.0,7.0,3,0.1,4,36.673,43.45
0.86,588.0,294.0,147.0,7.0,4,0.1,2,31.932,31.28
0.86,588.0,294.0,147.0,7.0,4,0.25,3,24.954,36.85
0.82,612.5,318.5,147.0,7.0,5,0.4,2,23.552,27.41
0.79,637.0,343.0,147.0,7.0,5,0.1,4,37.066,34.3
0.76,661.5,416.5,122.5,7.0,4,0.4,1,35.603,37.21
0.66,759.5,318.5,220.5,3.5,2,0.25,1,12.923,17.78
0.98,514.5,294.0,110.25,7.0,3,0.25,4,32.631,29.58
0.9,563.5,318.5,122.5,7.0,2,0.25,1,28.868,30.03
0.66,759.5,318.5,220.5,3.5,5,0.1,1,11.431,14.85
0.66,759.5,318.5,220.5,3.5,2,0.25,4,9.458,13.02
0.69,735.0,294.0,220.5,3.5,5,0.25,4,14.379,14.45
0.64,784.0,343.0,220.5,3.5,2,0.4,4,16.647,20.4
0.66,759.5,318.5,220.5,3.5,5,0.25,5,13.866,16.15
0.76,661.5,416.5,122.5,7.0,2,0.1,1,23.832,37.2
0.69,735.0,294.0,220.5,3.5,3,0.4,3,12.649,14.57
0.66,759.5,318.5,220.5,3.5,2,0.25,4,11.413,17.85
0.76,661.5,416.5,122.5,7.0,5,0.4,1,33.256,40.02
0.86,588.0,294.0,147.0,7.0,2,0.1,3,26.45,34.73
0.86,588.0,294.0,147.0,7.0,4,0.25,4,28.636,33.43
0.66,759.5,318.5,220.5,3.5,4,0.1,3,15.297,14.71
0.79,588.0,343.0,147.0,7.0,2,0.25,5,26.043,45.11
0.71,710.5,269.5,220.5,3.5,4,0.25,2,12.371,14.23
0.71,710.5,269.5,220.5,3.5,5,0.4,1,13.438,17.07
0.66,759.5,318.5,220.5,3.5,2,0.1,2,11.442,14.88
0.98,514.5,294.0,110.25,7.0,4,0.4,3,28.609,29.39
0.79,637.0,343.0,147.0,7.0,2,0.25,2,42.338,37.49
0.86,588.0,294.0,147.0,7.0,5,0.4,1,26.316,27.96
0.64,784.0,343.0,220.5,3.5,2,0.4,1,15.172,16.76
0.86,588.0,294.0,147.0,7.0,3,0.4,5,27.72,28.61
0.76,661.5,416.5,122.5,7.0,5,0.1,4,32.339,34.31
0.62,808.5,367.5,220.5,3.5,5,0.25,5,16.715,16.99
0.76,661.5,416.5,122.5,7.0,5,0.1,3,36.489,27.21
0.86,588.0,294.0,147.0,7.0,4,0.25,1,31.502,36.15
0.64,784.0,343.0,220.5,3.5,5,0.1,2,15.187,21.0
0.74,686.0,245.0,220.5,3.5,5,0.1,1,10.35,15.37
0.74,686.0,245.0,220.5,3.5,3,0.4,5,14.504,16.95
0.98,514.5,294.0,110.25,7.0,3,0.1,2,28.658,29.4
0.66,710.5,318.5,220.5,3.5,5,0.1,2,12.908,14.82
0.64,784.0,343.0,220.5,3.5,4,0.25,2,18.13,20.47
0.66,759.5,318.5,220.5,3.5,4,0.4,4,12.915,16.07
0.86,588.0,294.0,147.0,7.0,2,0.1,4,23.889,28.58
0.76,661.5,416.5,122.5,7.0,2,0.1,5,36.969,36.76
0.69,735.0,294.0,220.5,3.5,5,0.25,4,14.656,17.0
0.71,710.5,269.5,220.5,3.5,2,0.4,1,10.838,14.25
0.98,514.5,294.0,110.25,7.0,4,0.1,3,24.6,25.93
0.62,808.5,367.5,220.5,3.5,2,0.4,5,17.038,14.02
0.69,735.0,294.0,220.5,3.5,4,0.25,5,12.085,13.92
0.86,588.0,294.0,147.0,7.0,3,0.25,2,17.943,27.18
0.86,588.0,294.0,147.0,7.0,4,0.4,4,26.287,30.9
0.98,686.0,245.0,220.5,3.5,2,0.0,0,6.49,11.8
